,sample_id,iteration,seed,final_A,population_size,rewiring_probability,replicator_selection,interactor_selection,neutral_change,selection_pressure,n
143,47,2,223963660903560590801399995263949882855,0.0999166058584384,9593,0.01,False,True,False,0.1,0.1
144,48,0,215356601847463751972251213989037826069,0.0999285495559865,9797,0.01,False,True,False,0.1,0.1
145,48,1,97553138550483835216009553639264357501,0.0999183423496988,9797,0.01,False,True,False,0.1,0.1
146,48,2,263506148087054239358472287814208243897,0.0999285495559865,9797,0.01,False,True,False,0.1,0.1
147,49,0,9519506404001398720871631304354191270,0.09999,10000,0.01,False,True,False,0.1,0.1
148,49,1,247120080854694382575527079025899342627,0.10001,10000,0.01,False,True,False,0.1,0.1
149,49,2,179248670169769298802334263823298870656,0.09999,10000,0.01,False,True,False,0.1,0.1
150,0,0,163225417225519971428651674065013818254,0.1,10,0.01,False,True,False,0.1,0.2
151,0,1,225148101153482204644591924689519342324,0.0,10,0.01,False,True,False,0.1,0.2
152,0,2,336169035002206815033032576626197506672,0.1,10,0.01,False,True,False,0.1,0.2
153,1,0,44923078262813247904381186615309866595,0.1877934272300469,213,0.01,False,True,False,0.1,0.2
154,1,1,44406210487441843163404294141347514852,0.2,213,0.01,False,True,False,0.1,0.2
155,1,2,84134314594236574013782819819810682986,0.2018779342723004,213,0.01,False,True,False,0.1,0.2
156,2,0,339376119226454365666206288432927553853,0.1983213429256594,417,0.01,False,True,False,0.1,0.2
157,2,1,331295064017869122016421629633582771113,0.1990407673860911,417,0.01,False,True,False,0.1,0.2
158,2,2,73351908969815788794240964378552027822,0.1990407673860911,417,0.01,False,True,False,0.1,0.2
159,3,0,218201262813216437534574081937433742689,0.1987117552334943,621,0.01,False,True,False,0.1,0.2
160,3,1,177035160416149474012860354614690799718,0.1982286634460547,621,0.01,False,True,False,0.1,0.2
161,3,2,200512557283372131790637693718371847868,0.1996779388083736,621,0.01,False,True,False,0.1,0.2
162,4,0,191623510241627835640575449995840149486,0.2003636363636363,825,0.01,False,True,False,0.1,0.2
163,4,1,188392969228292392339662540536280074462,0.1975757575757575,825,0.01,False,True,False,0.1,0.2
164,4,2,30584621562332430675199367998544965806,0.2012121212121212,825,0.01,False,True,False,0.1,0.2
165,5,0,40193206242038026018324642919413757234,0.1981535471331389,1029,0.01,False,True,False,0.1,0.2
166,5,1,124299473846261237482849967812013696361,0.1979591836734693,1029,0.01,False,True,False,0.1,0.2
167,5,2,276032916058389413419727500340301695091,0.1981535471331389,1029,0.01,False,True,False,0.1,0.2
168,6,0,23717654913957185776032438088494337859,0.1987023519870235,1233,0.01,False,True,False,0.1,0.2
169,6,1,292213462212941186918548636666955802126,0.1992700729927007,1233,0.01,False,True,False,0.1,0.2
170,6,2,223080706488200410596263054248317671886,0.1991889699918897,1233,0.01,False,True,False,0.1,0.2
171,7,0,214587877132926702531903114300882963629,0.2002783576896311,1437,0.01,False,True,False,0.1,0.2
172,7,1,105519765038866557821373372455867975295,0.1982602644398051,1437,0.01,False,True,False,0.1,0.2
173,7,2,217741584154025132210750509369392051893,0.2013917884481559,1437,0.01,False,True,False,0.1,0.2
174,8,0,270381148439431310434445574430185531046,0.2000609384521633,1641,0.01,False,True,False,0.1,0.2
175,8,1,276027205770503047414246272552384774780,0.2006703229737964,1641,0.01,False,True,False,0.1,0.2
176,8,2,209129073301044700061050929966859702375,0.1994515539305301,1641,0.01,False,True,False,0.1,0.2
177,9,0,58454928152845178777309329037527226468,0.2001626016260162,1845,0.01,False,True,False,0.1,0.2
178,9,1,59487755360232141340094106457586491435,0.2011382113821138,1845,0.01,False,True,False,0.1,0.2
179,9,2,192201950366674954309452399030164213258,0.1994579945799458,1845,0.01,False,True,False,0.1,0.2
180,10,0,193658253879987072588481691054526780104,0.199267578125,2048,0.01,False,True,False,0.1,0.2
181,10,1,87174043482704649527662499186855282974,0.199609375,2048,0.01,False,True,False,0.1,0.2
182,10,2,28605330274048462945584481241405459622,0.198974609375,2048,0.01,False,True,False,0.1,0.2
183,11,0,257855677147621477306290867907585411658,0.1993783303730018,2252,0.01,False,True,False,0.1,0.2
184,11,1,107454916860132181187736680979578670454,0.1998223801065719,2252,0.01,False,True,False,0.1,0.2
185,11,2,234698437687392265555344229667295414174,0.1997779751332149,2252,0.01,False,True,False,0.1,0.2
186,12,0,152269230386840535770450433276723234735,0.1999592833876221,2456,0.01,False,True,False,0.1,0.2
187,12,1,316858006615577314241945679487539929188,0.1995928338762214,2456,0.01,False,True,False,0.1,0.2
188,12,2,195046960037408334901777685927308818522,0.2001221498371335,2456,0.01,False,True,False,0.1,0.2
189,13,0,174305748879645724851650512029979775646,0.2004511278195488,2660,0.01,False,True,False,0.1,0.2
190,13,1,87039492952448004958734265381594810498,0.1999248120300751,2660,0.01,False,True,False,0.1,0.2
191,13,2,242445362968795683584028858930457787155,0.2003383458646616,2660,0.01,False,True,False,0.1,0.2
192,14,0,154736330352531627476336791361105379256,0.2004888268156424,2864,0.01,False,True,False,0.1,0.2
193,14,1,51421263560875235391448780616918887145,0.2002094972067039,2864,0.01,False,True,False,0.1,0.2
194,14,2,212639673065213909714533363241328945915,0.1997206703910614,2864,0.01,False,True,False,0.1,0.2
195,15,0,42414007612863309839630772534018299182,0.1997718383311603,3068,0.01,False,True,False,0.1,0.2
196,15,1,19246708711594710773823482726962462171,0.1995110821382007,3068,0.01,False,True,False,0.1,0.2
197,15,2,253009365718397088561946560306617734967,0.1998370273794002,3068,0.01,False,True,False,0.1,0.2
198,16,0,226161331917930036118162716616891754512,0.1999083129584352,3272,0.01,False,True,False,0.1,0.2
199,16,1,139912510217773283074325682878313809677,0.1996638141809291,3272,0.01,False,True,False,0.1,0.2
200,16,2,276774446494842236468847649510572562240,0.1999999999999999,3272,0.01,False,True,False,0.1,0.2
201,17,0,329153703324972986046332691478107597800,0.200258918296893,3476,0.01,False,True,False,0.1,0.2
202,17,1,320620639235353293613265252984292535288,0.1995397008055236,3476,0.01,False,True,False,0.1,0.2
203,17,2,209491690176524971824058511747830113548,0.1995397008055236,3476,0.01,False,True,False,0.1,0.2
204,18,0,169287948728339335789788136462259910368,0.2001630434782609,3680,0.01,False,True,False,0.1,0.2
205,18,1,272663857976300373667413916108689720882,0.2001086956521739,3680,0.01,False,True,False,0.1,0.2
206,18,2,318775244970707712246318650892999450817,0.1999728260869565,3680,0.01,False,True,False,0.1,0.2
207,19,0,238144393455197019015003267812425559619,0.1998197734294541,3884,0.01,False,True,False,0.1,0.2
208,19,1,112447665961636677990997642949262338889,0.2000514933058702,3884,0.01,False,True,False,0.1,0.2
209,19,2,53484485546794910664313213212096670273,0.1997425334706488,3884,0.01,False,True,False,0.1,0.2
210,20,0,255273855560862911533426095199391476562,0.2001957425984829,4087,0.01,False,True,False,0.1,0.2
211,20,1,74993762264903470240378503741972186467,0.1998776608759481,4087,0.01,False,True,False,0.1,0.2
212,20,2,271779935624479799623594141065728771455,0.1997797895767066,4087,0.01,False,True,False,0.1,0.2
213,21,0,71688990940339806937032979890581377,0.200163132137031,4291,0.01,False,True,False,0.1,0.2
214,21,1,185613115381646179903206713635489249178,0.1997203449079468,4291,0.01,False,True,False,0.1,0.2
215,21,2,271985920332132777513042862491331834270,0.1999300862269867,4291,0.01,False,True,False,0.1,0.2
216,22,0,194926999937843190990433430594223703865,0.2001557285873192,4495,0.01,False,True,False,0.1,0.2
217,22,1,180157253201872244319285140262341654652,0.1999777530589543,4495,0.01,False,True,False,0.1,0.2
218,22,2,49231017636785707146291931212509736791,0.1998442714126807,4495,0.01,False,True,False,0.1,0.2
219,23,0,75279491379084162206931612659812788067,0.2003617791019366,4699,0.01,False,True,False,0.1,0.2
220,23,1,230737354892367472523315043299960215960,0.20006384337093,4699,0.01,False,True,False,0.1,0.2
221,23,2,158514567537827162281633697833776493204,0.1998510321344967,4699,0.01,False,True,False,0.1,0.2
222,24,0,167808915831011695928531729262690929012,0.1999184172955333,4903,0.01,False,True,False,0.1,0.2
223,24,1,83706890053572999547585074854861453423,0.1997348562104833,4903,0.01,False,True,False,0.1,0.2
224,24,2,189278500765019489289694768021477936600,0.19981643891495,4903,0.01,False,True,False,0.1,0.2
225,25,0,10166048591215327672909910659177965018,0.1998433522616017,5107,0.01,False,True,False,0.1,0.2
226,25,1,231262968544603519451470220169162429604,0.199725866457803,5107,0.01,False,True,False,0.1,0.2
227,25,2,23602491579322474837830100297402025283,0.2001370667710985,5107,0.01,False,True,False,0.1,0.2
228,26,0,335213471147665050127300886314466600339,0.1999811711542082,5311,0.01,False,True,False,0.1,0.2
229,26,1,175225889025136657181281927795854947041,0.1998870269252494,5311,0.01,False,True,False,0.1,0.2
230,26,2,336669623841264171027007852306778034802,0.1999058557710412,5311,0.01,False,True,False,0.1,0.2
231,27,0,304526930446679710616379740121564591563,0.2000543970988214,5515,0.01,False,True,False,0.1,0.2
232,27,1,243197801847013361810445665567693606885,0.2000725294650952,5515,0.01,False,True,False,0.1,0.2
233,27,2,91902032140319494324643836330537854752,0.1998549410698096,5515,0.01,False,True,False,0.1,0.2
234,28,0,122335910586196635885592648675049720294,0.199860115404791,5719,0.01,False,True,False,0.1,0.2
235,28,1,173549367863479081376747010491890792178,0.1997901731071865,5719,0.01,False,True,False,0.1,0.2
236,28,2,184328454459518121736824385597208401952,0.1998251442559888,5719,0.01,False,True,False,0.1,0.2
237,29,0,164868379488718658534582482898114708166,0.1998986999831166,5923,0.01,False,True,False,0.1,0.2
238,29,1,317076981413627631457700208773551540374,0.1997467499577916,5923,0.01,False,True,False,0.1,0.2
239,29,2,306827992683511859027217233626808790416,0.199848049974675,5923,0.01,False,True,False,0.1,0.2
240,30,0,154101029553587320009970844052777886254,0.2000326477309827,6126,0.01,False,True,False,0.1,0.2
241,30,1,266882930125353739616662756038683567629,0.1999020568070519,6126,0.01,False,True,False,0.1,0.2
242,30,2,58757405942771914497590114404684584767,0.2001632386549134,6126,0.01,False,True,False,0.1,0.2
243,31,0,219252207319555642981862636633992453017,0.1997630331753554,6330,0.01,False,True,False,0.1,0.2
244,31,1,325743755456331355421352895684733426221,0.1999210110584518,6330,0.01,False,True,False,0.1,0.2
245,31,2,130373594366994708284711135111851817221,0.2000473933649289,6330,0.01,False,True,False,0.1,0.2
246,32,0,50085142300260796080507996564432102794,0.1999693908784817,6534,0.01,False,True,False,0.1,0.2
247,32,1,31780461558352202630891119281981716837,0.1998010407101316,6534,0.01,False,True,False,0.1,0.2
248,32,2,9296610293119599275161484165398288892,0.1999999999999999,6534,0.01,False,True,False,0.1,0.2
249,33,0,303483308115192699954013798920170004346,0.1997031760166221,6738,0.01,False,True,False,0.1,0.2
250,33,1,221778064962101700833150172269928518366,0.1997922232116355,6738,0.01,False,True,False,0.1,0.2
251,33,2,76795806542820171057788499502842548612,0.1998070644108044,6738,0.01,False,True,False,0.1,0.2
252,34,0,22484665644606636956535943298659269528,0.199812734082397,6942,0.01,False,True,False,0.1,0.2
253,34,1,24626844613260542690283866995530437905,0.199899164505906,6942,0.01,False,True,False,0.1,0.2
254,34,2,267990117864025298573985955514324456904,0.1999279746470757,6942,0.01,False,True,False,0.1,0.2
255,35,0,323058073563817846119283060485312516104,0.1998600615729079,7146,0.01,False,True,False,0.1,0.2
256,35,1,222490768383076831404256921745248191067,0.1999860061572907,7146,0.01,False,True,False,0.1,0.2
257,35,2,286280034096586207767984421546831173040,0.1999440246291632,7146,0.01,False,True,False,0.1,0.2
258,36,0,114861180166309359410177124371302163587,0.2000272108843537,7350,0.01,False,True,False,0.1,0.2
259,36,1,166870194336109856119926532801245915556,0.2000272108843537,7350,0.01,False,True,False,0.1,0.2
260,36,2,126714986953868047740120203581814596595,0.1999727891156462,7350,0.01,False,True,False,0.1,0.2
261,37,0,11882004311375959581464373393734142144,0.1998676198040772,7554,0.01,False,True,False,0.1,0.2
262,37,1,301283733739104523714847482533815201986,0.199854381784485,7554,0.01,False,True,False,0.1,0.2
263,37,2,58790004361868840381070376852975568417,0.1999073338628541,7554,0.01,False,True,False,0.1,0.2
264,38,0,310682289063839508374960913671937485598,0.199922660479505,7758,0.01,False,True,False,0.1,0.2
265,38,1,190237507227782127794333446122530931951,0.1999613302397525,7758,0.01,False,True,False,0.1,0.2
266,38,2,279724452664169867461834445922226324370,0.1999097705594225,7758,0.01,False,True,False,0.1,0.2
267,39,0,246786410128225603643390329123928636192,0.1999874403416226,7962,0.01,False,True,False,0.1,0.2
268,39,1,260733347709360123467437147504631328944,0.1999623210248681,7962,0.01,False,True,False,0.1,0.2
269,39,2,331749961681368767783809352852575931018,0.1999497613664908,7962,0.01,False,True,False,0.1,0.2
270,40,0,226396493536067392580661143139985420529,0.1999387630128597,8165,0.01,False,True,False,0.1,0.2
271,40,1,199770223524198271601312596708647049772,0.1999755052051439,8165,0.01,False,True,False,0.1,0.2
272,40,2,29129221362273311351814645645157880889,0.1999142682180037,8165,0.01,False,True,False,0.1,0.2
273,41,0,251978621919531032396865456346202469984,0.1999163579878121,8369,0.01,False,True,False,0.1,0.2
274,41,1,105232972857754955211424454054655994120,0.1999163579878122,8369,0.01,False,True,False,0.1,0.2
275,41,2,17520111172638025317520429383785324074,0.1999044091289281,8369,0.01,False,True,False,0.1,0.2
276,42,0,295474466543818545069559393239839043909,0.1999183483028111,8573,0.01,False,True,False,0.1,0.2
