,sample_id,iteration,seed,final_A,population_size,rewiring_probability,replicator_selection,interactor_selection,neutral_change,selection_pressure
281,43,2,59760428736647560946031385400478108269,0.3661387717899059,8777,1.0,True,False,False,0.2
282,44,0,288207097906014739096102116681524873907,0.3629328582563184,8981,1.0,True,False,False,0.2
283,44,1,284218914565026714174339171908113248398,0.3632446275470457,8981,1.0,True,False,False,0.2
284,44,2,190655599780476168703658018880166672575,0.3681327246409077,8981,1.0,True,False,False,0.2
285,45,0,304768356736319384534858198504304433762,0.3571910724006521,9185,1.0,True,False,False,0.2
286,45,1,274916809362780525290298725447564732005,0.3612193794229722,9185,1.0,True,False,False,0.2
287,45,2,111702077384682941049956006906029167012,0.3646379967338055,9185,1.0,True,False,False,0.2
288,46,0,24460935041512435550942062197899286972,0.3587282990733831,9389,1.0,True,False,False,0.2
289,46,1,267497130701673141958073022229863620882,0.3536265843007772,9389,1.0,True,False,False,0.2
290,46,2,124126062414896413614207973482042245221,0.3575247630205566,9389,1.0,True,False,False,0.2
291,47,0,86706023709379039771724747287215992302,0.3504534556447412,9593,1.0,True,False,False,0.2
292,47,1,45387729423187007020752825624725665386,0.3550609819660166,9593,1.0,True,False,False,0.2
293,47,2,83348598205067284666223412431080920564,0.3538621911810686,9593,1.0,True,False,False,0.2
294,48,0,77377765373452086337568296631418378572,0.3460345003572533,9797,1.0,True,False,False,0.2
295,48,1,295186192190212113081158715020094135487,0.3463917525773192,9797,1.0,True,False,False,0.2
296,48,2,232762819804421781355763124943921055499,0.3460038787383885,9797,1.0,True,False,False,0.2
297,49,0,91434099536880944503120256954447139997,0.346719999999999,10000,1.0,True,False,False,0.2
298,49,1,25221180898927956755779143854320215392,0.3435099999999986,10000,1.0,True,False,False,0.2
299,49,2,115796603204330392376330944034352624978,0.3429099999999994,10000,1.0,True,False,False,0.2
300,0,0,140904237375533964540479970353429717481,1.0,10,1.0,True,False,False,0.30000000000000004
