,sample_id,iteration,seed,final_A,population_size,rewiring_probability,replicator_selection,interactor_selection,neutral_change
125,41,2,39574996388955125304191684199764708915,0.1985183414983842,8369,1.0,False,False,True
126,42,0,246051434505486064390833431264343610609,0.2116878572261723,8573,1.0,False,False,True
127,42,1,107098518270171975904493944245570221440,0.2024612154438324,8573,1.0,False,False,True
128,42,2,289287942706506567047574537791960318122,0.2000933162253564,8573,1.0,False,False,True
129,43,0,1468386462921204203419168595756091427,0.199191067562945,8777,1.0,False,False,True
130,43,1,12846609529823240251890563092650784363,0.1989973795146384,8777,1.0,False,False,True
131,43,2,33202284384336025108158802898103577391,0.2005468839011025,8777,1.0,False,False,True
132,44,0,81461020178955133158265219235058570724,0.2034628660505479,8981,1.0,False,False,True
133,44,1,188003746329922730296995622467506611901,0.2044983854804551,8981,1.0,False,False,True
134,44,2,28978732557895718377455899375753023650,0.2038637122814796,8981,1.0,False,False,True
135,45,0,279699334357372453014902705955549639407,0.2005008165487173,9185,1.0,False,False,True
136,45,1,332705356524436436248416897910419339225,0.1962983124659736,9185,1.0,False,False,True
137,45,2,307981706584870551015523762659220547175,0.2046815459989078,9185,1.0,False,False,True
138,46,0,87591896771388884336528631538205818029,0.2069975503248448,9389,1.0,False,False,True
139,46,1,163893247685118011084358934173268596247,0.1904782191926681,9389,1.0,False,False,True
140,46,2,67615935431489589433749223916558562045,0.1917350090531439,9389,1.0,False,False,True
141,47,0,106612428023736140538082565641938049432,0.1996976962368351,9593,1.0,False,False,True
142,47,1,163001027924149265405598333795409015092,0.1903575523819411,9593,1.0,False,False,True
143,47,2,214426274778459463761108188089090669859,0.2025852183884046,9593,1.0,False,False,True
144,48,0,50802362540285006607917595545704071447,0.1976217209349763,9797,1.0,False,False,True
145,48,1,64331686419615485292569312866601238044,0.1996427477799283,9797,1.0,False,False,True
146,48,2,229198911145750039260597414537401229418,0.2018475043380581,9797,1.0,False,False,True
147,49,0,78016048451484874635862721420664514960,0.2008599999999962,10000,1.0,False,False,True
148,49,1,252931913449394485041271279741730204425,0.1984399999999962,10000,1.0,False,False,True
149,49,2,169419762438435658317138830991717361749,0.1974499999999964,10000,1.0,False,False,True
150,0,0,279798195610110122126461516837458255173,1.0,10,0.0,False,False,True
151,0,1,218699024911466932439178049576224192145,0.0,10,0.0,False,False,True
152,0,2,166345013314276999962074226551891392754,0.0,10,0.0,False,False,True
153,1,0,266248791439063298231669140135142247738,0.0164319248826291,213,0.0,False,False,True
154,1,1,300654788359001433142454187317304838653,0.215962441314554,213,0.0,False,False,True
155,1,2,314518000718574572757280130137666554094,0.2924882629107981,213,0.0,False,False,True
156,2,0,292725064630442745836306626974505096703,0.1764988009592327,417,0.0,False,False,True
157,2,1,76662431968847935805458552710632806064,0.1287769784172661,417,0.0,False,False,True
158,2,2,253930286066659158942969066539629892045,0.207673860911271,417,0.0,False,False,True
159,3,0,23922578511888100248720621455325638625,0.2320450885668276,621,0.0,False,False,True
160,3,1,135649736886257552547830596851223583899,0.246698872785829,621,0.0,False,False,True
161,3,2,213476432296237880087523895458957096746,0.2173913043478261,621,0.0,False,False,True
162,4,0,193001993736726637076321608007617216914,0.1776969696969696,825,0.0,False,False,True
163,4,1,143752568537652366482046816976235547185,0.1105454545454545,825,0.0,False,False,True
164,4,2,285109817849017781840622017816870463445,0.1804848484848483,825,0.0,False,False,True
165,5,0,263372716170578221113986891492273896640,0.164139941690962,1029,0.0,False,False,True
166,5,1,329542364980183271578026952524038165867,0.1964042759961125,1029,0.0,False,False,True
167,5,2,89975955039341781246906132961057859369,0.1971817298347908,1029,0.0,False,False,True
168,6,0,173144330882339589111919880551536917929,0.2115977291159768,1233,0.0,False,False,True
169,6,1,286976537859649788271932402835259299877,0.1652068126520679,1233,0.0,False,False,True
170,6,2,213109393785617304628815425476230406970,0.2167072181670722,1233,0.0,False,False,True
171,7,0,3633385721510477399623979922891468759,0.1695894224077936,1437,0.0,False,False,True
172,7,1,305130072215889070206757869360797922275,0.1848990953375085,1437,0.0,False,False,True
173,7,2,208615768923224011419924573316748848807,0.218789144050104,1437,0.0,False,False,True
174,8,0,185073966604272621876559723656258635962,0.1717854966483848,1641,0.0,False,False,True
175,8,1,179671612882145523401301681425249853617,0.1934186471663619,1641,0.0,False,False,True
176,8,2,217343815161426787282367569819188970690,0.2429006703229741,1641,0.0,False,False,True
177,9,0,74276797026604123109030450638237637652,0.1651490514905148,1845,0.0,False,False,True
178,9,1,331881427409417034781160461598445221736,0.1673170731707315,1845,0.0,False,False,True
179,9,2,48071573918739683327212602910666431752,0.2072086720867208,1845,0.0,False,False,True
180,10,0,170688787825460648492154630004933690550,0.1993652343750007,2048,0.0,False,False,True
181,10,1,229809360376907943631160935059136560710,0.2064453125,2048,0.0,False,False,True
182,10,2,38514467861328109361352330980862496667,0.189404296875,2048,0.0,False,False,True
183,11,0,168430724358340313187729301329641449347,0.2004884547069277,2252,0.0,False,False,True
184,11,1,26275063595880505376497095954632784555,0.1814831261101251,2252,0.0,False,False,True
185,11,2,251596504966594689872096807276440457805,0.204129662522203,2252,0.0,False,False,True
186,12,0,184361192881199010626462901642784557540,0.2139250814332252,2456,0.0,False,False,True
187,12,1,279109625213587649728368025479194123209,0.2108713355048868,2456,0.0,False,False,True
188,12,2,160244806094281886643517544369940299991,0.1879478827361569,2456,0.0,False,False,True
189,13,0,152572280141598213677830605145704246437,0.2266541353383466,2660,0.0,False,False,True
190,13,1,38551958379358264905290737518453909847,0.1950000000000007,2660,0.0,False,False,True
191,13,2,172704904807623321546673522640258178468,0.2106015037593992,2660,0.0,False,False,True
192,14,0,187724458457421649608131646184918989741,0.2077863128491627,2864,0.0,False,False,True
193,14,1,140679023706317287112060067411703338791,0.2167946927374311,2864,0.0,False,False,True
194,14,2,109501989376420434810395995796434390805,0.2055865921787722,2864,0.0,False,False,True
195,15,0,78054648759659423637031777692795006208,0.2237940026075641,3068,0.0,False,False,True
196,15,1,332786742275075345929867080870083933926,0.2081160365058682,3068,0.0,False,False,True
197,15,2,60422358786626668083040132173222387641,0.2098761408083456,3068,0.0,False,False,True
198,16,0,282092629677964835981167976457713603936,0.2126833740831316,3272,0.0,False,False,True
199,16,1,252203892585404998381436067561582313437,0.2096271393643049,3272,0.0,False,False,True
200,16,2,59513441449885192222683459836608611651,0.1988080684596592,3272,0.0,False,False,True
201,17,0,146815299176269870333563023281666763009,0.1976121979286545,3476,0.0,False,False,True
202,17,1,129898673981339064234943484931184317177,0.1945914844649034,3476,0.0,False,False,True
203,17,2,246297838434243954465250301120196911253,0.1974683544303812,3476,0.0,False,False,True
204,18,0,241858668906305290708601826438445985310,0.1941847826086979,3680,0.0,False,False,True
205,18,1,81877564148044852786115851694713230123,0.1950271739130454,3680,0.0,False,False,True
206,18,2,188466968048328207017321461709095397710,0.2139673913043498,3680,0.0,False,False,True
207,19,0,269671608997408528123200763287270006996,0.1931771369721952,3884,0.0,False,False,True
208,19,1,83230936677291980120458255674815489141,0.1965499485066957,3884,0.0,False,False,True
209,19,2,220417109142314838778563837200806580333,0.1873326467559231,3884,0.0,False,False,True
210,20,0,97670030966529194119748806117626212047,0.2097137264497207,4087,0.0,False,False,True
211,20,1,2622780067376593461211043689072487483,0.1993883043797429,4087,0.0,False,False,True
212,20,2,251335570561715275174912655436078268937,0.2143136775140713,4087,0.0,False,False,True
213,21,0,56190157393942616796902396090343715224,0.2046842227918925,4291,0.0,False,False,True
214,21,1,92875983807023367857700611346944140968,0.1955954323001654,4291,0.0,False,False,True
215,21,2,128356095040784825482194701088431755441,0.2017478443253338,4291,0.0,False,False,True
216,22,0,45930779856129585198248932828079364862,0.1980645161290346,4495,0.0,False,False,True
217,22,1,229656460400946130435639402305621605537,0.2100111234705254,4495,0.0,False,False,True
218,22,2,290558649246940331044933451636630461321,0.1850278086763096,4495,0.0,False,False,True
219,23,0,185949368882749619065521392153891972230,0.189018940200045,4699,0.0,False,False,True
220,23,1,106196442750967930142570937592165787664,0.2075335177697407,4699,0.0,False,False,True
221,23,2,218512382949938971712412255199768183834,0.2066397105767211,4699,0.0,False,False,True
222,24,0,14652946023885298798995530643848575180,0.1914542117071202,4903,0.0,False,False,True
223,24,1,1448540558784979646740457680161216806,0.206057515806652,4903,0.0,False,False,True
224,24,2,50765400237813349537816348742787107512,0.199632877829903,4903,0.0,False,False,True
225,25,0,273760812435586611698201837653801302322,0.2048364989230495,5107,0.0,False,False,True
226,25,1,178012845767967091060995313167026023398,0.1896808302330158,5107,0.0,False,False,True
227,25,2,177687129443199573222624619784017685919,0.2087918543176053,5107,0.0,False,False,True
228,26,0,173387276854647555046020538620431969313,0.1970438712106969,5311,0.0,False,False,True
229,26,1,273927159266928132933913644434243244105,0.2109960459423851,5311,0.0,False,False,True
230,26,2,248646102218313732643095228385824485272,0.1964036904537775,5311,0.0,False,False,True
231,27,0,200613484332122068796226333134063771542,0.1954125113327315,5515,0.0,False,False,True
232,27,1,317692947071814532399738097632615130469,0.2076155938349972,5515,0.0,False,False,True
233,27,2,269012463508215587788752603382922503956,0.1997642792384422,5515,0.0,False,False,True
234,28,0,135995328370933633001517361581542782617,0.200157370169612,5719,0.0,False,False,True
235,28,1,66974851784776292873596256289293566771,0.1993180625983579,5719,0.0,False,False,True
236,28,2,27773033248527532876186743856132365555,0.1940199335548192,5719,0.0,False,False,True
237,29,0,7845142524230724661500246506349766867,0.2037143339523901,5923,0.0,False,False,True
238,29,1,221771160665901587327958517855521290593,0.2116663852777314,5923,0.0,False,False,True
239,29,2,293995202379817446245295061831564895174,0.194884349147393,5923,0.0,False,False,True
240,30,0,251636835636324065773522303407112410087,0.203754489063011,6126,0.0,False,False,True
241,30,1,1869173058926548605785907960846136088,0.2121939275220376,6126,0.0,False,False,True
242,30,2,288557851659288610820417763078582683735,0.192801175318317,6126,0.0,False,False,True
243,31,0,287546144471538260632856577410112090278,0.2073143759873625,6330,0.0,False,False,True
244,31,1,333060252201266974236284400530816332435,0.2137598736176936,6330,0.0,False,False,True
245,31,2,198429249694030324716851816270386221912,0.1928278041074258,6330,0.0,False,False,True
246,32,0,100965142894190768702703142595078113908,0.2051729415365784,6534,0.0,False,False,True
247,32,1,208371868836786701440218983286035300628,0.1982552800734619,6534,0.0,False,False,True
248,32,2,210771766433682910526461166990903622965,0.1964340373431285,6534,0.0,False,False,True
249,33,0,142140906073861208784455281506520503061,0.2049718017215781,6738,0.0,False,False,True
250,33,1,38799242964414011601060803211248394784,0.2159394479073901,6738,0.0,False,False,True
251,33,2,195481061742441263402109113546371553726,0.1827545265657472,6738,0.0,False,False,True
252,34,0,135000795460544533865266095049071236468,0.1986747335061931,6942,0.0,False,False,True
253,34,1,109808694715709967800271092505329071168,0.2007058484586575,6942,0.0,False,False,True
254,34,2,51469989827423354823287110881373013756,0.2033995966580225,6942,0.0,False,False,True
255,35,0,42064284765307210410110451818417221890,0.2053316540722073,7146,0.0,False,False,True
256,35,1,203924141562842659529681046553281904073,0.20386230058774,7146,0.0,False,False,True
257,35,2,49577680900272085627457078763199107195,0.2082843548838505,7146,0.0,False,False,True
258,36,0,73739672395419605857105786295641649413,0.1960272108843539,7350,0.0,False,False,True
259,36,1,293119478183902685315046373684854755809,0.1978639455782308,7350,0.0,False,False,True
260,36,2,111281492844751195449588587712838335305,0.2058639455782299,7350,0.0,False,False,True
261,37,0,21153561949162889338953339283232452410,0.2072147206777845,7554,0.0,False,False,True
262,37,1,241057710241577087478358154256275151705,0.2073868149324854,7554,0.0,False,False,True
263,37,2,331593855957813057190292979257312527554,0.1971670638072531,7554,0.0,False,False,True
264,38,0,137122723482036026359812545190139190278,0.1970095385408604,7758,0.0,False,False,True
265,38,1,170891828261569585481687904175562496804,0.1968032998195393,7758,0.0,False,False,True
266,38,2,245478173985054118180730785653461752720,0.1984660995101813,7758,0.0,False,False,True
267,39,0,272657029506483160604970453582219965602,0.1949886963074595,7962,0.0,False,False,True
268,39,1,146330015521744711451928451493272292432,0.2035041446872615,7962,0.0,False,False,True
269,39,2,332027463171304953950662147209498301773,0.2064556644059253,7962,0.0,False,False,True
270,40,0,1504622530561783924101969436896758559,0.1959216166564591,8165,0.0,False,False,True
271,40,1,297625378047491168122402252204378571628,0.1948683404776454,8165,0.0,False,False,True
272,40,2,169001288027753807510596862183390004171,0.198518064911204,8165,0.0,False,False,True
273,41,0,145547768342182509252878266860008821264,0.2077189628390468,8369,0.0,False,False,True
274,41,1,254768299441467212367599220839028050326,0.2026406978133567,8369,0.0,False,False,True
275,41,2,305718589361312742467940668561685297964,0.1973712510455232,8369,0.0,False,False,True
276,42,0,125706161375142256336072458564954090257,0.2058205995567455,8573,0.0,False,False,True
277,42,1,275547652992922846498085475708874164556,0.1989618569928816,8573,0.0,False,False,True
278,42,2,133083314265999231450580541352676525994,0.2068004199230112,8573,0.0,False,False,True
279,43,0,2818350438149095411889382876968963088,0.1977327104933328,8777,0.0,False,False,True
280,43,1,72524468490008026602479438367990548799,0.1983821351258949,8777,0.0,False,False,True
281,43,2,331544594822388802838423820626324791712,0.1942121453799692,8777,0.0,False,False,True
282,44,0,59961539443665834697670667650659465131,0.2076717514753333,8981,0.0,False,False,True
283,44,1,150129365430310148144005777006944133986,0.2078833092083255,8981,0.0,False,False,True
284,44,2,231239008041594978038794516590207223444,0.20199309653713,8981,0.0,False,False,True
285,45,0,305083253552562181016784457147328494854,0.198486663037558,9185,0.0,False,False,True
286,45,1,38510462150752345076753607937886423202,0.200903647250949,9185,0.0,False,False,True
287,45,2,276427327050983664120079190602480699502,0.2038541099618909,9185,0.0,False,False,True
288,46,0,287209728734837475369075205412747152829,0.198934923847052,9389,0.0,False,False,True
289,46,1,30762956973626509745161436660708835984,0.2034508467355383,9389,0.0,False,False,True
290,46,2,55093871657437432258663412242279714627,0.18987112578549,9389,0.0,False,False,True
291,47,0,203744093885067761631321319344718967325,0.1981966016887279,9593,0.0,False,False,True
292,47,1,124415384487050360061906579561043572700,0.2030647347023844,9593,0.0,False,False,True
293,47,2,193420949614344833931328351737338090126,0.1919733138746971,9593,0.0,False,False,True
294,48,0,149841470766541973830766219961984518228,0.2010003062161842,9797,0.0,False,False,True
295,48,1,56121567852174303948189529759833110306,0.1987343064203285,9797,0.0,False,False,True
296,48,2,34801173873213616364047851311495156633,0.1979075227110309,9797,0.0,False,False,True
297,49,0,166431246276724883346167966375161322939,0.1986299999999961,10000,0.0,False,False,True
298,49,1,124644626047485950719180008625348197166,0.1966499999999964,10000,0.0,False,False,True
299,49,2,181892217503736700945448421648175343920,0.2091599999999949,10000,0.0,False,False,True
300,0,0,240746524008088966355171133310387515458,0.0,10,0.01,False,False,True
301,0,1,187479285320960821532084007472799209369,1.0,10,0.01,False,False,True
302,0,2,128531095597601796804042157084631379473,0.0,10,0.01,False,False,True
303,1,0,95430924167193117169978997038580551455,0.1244131455399061,213,0.01,False,False,True
304,1,1,240992149673186649356518965443117884349,0.3652582159624413,213,0.01,False,False,True
305,1,2,172011068673552108530641306466525102100,0.1901408450704225,213,0.01,False,False,True
306,2,0,181239318054816802948436413194863041233,0.1091127098321343,417,0.01,False,False,True
307,2,1,113078211607946980616696549612953646258,0.3095923261390889,417,0.01,False,False,True
308,2,2,131241883482893407670271998011675117672,0.1107913669064748,417,0.01,False,False,True
309,3,0,304373745598584657315232244413326098213,0.1962962962962961,621,0.01,False,False,True
310,3,1,120692040581891599684846602689550050282,0.1470209339774556,621,0.01,False,False,True
311,3,2,41996593674616469622294500685512163549,0.2201288244766502,621,0.01,False,False,True
312,4,0,166130512300248891751379254711629543938,0.2473939393939392,825,0.01,False,False,True
313,4,1,135043800970770013440972747206447419220,0.1890909090909091,825,0.01,False,False,True
314,4,2,301119873762964318031471056760185723926,0.1678787878787878,825,0.01,False,False,True
315,5,0,13984960324648387784630198314876569563,0.1860058309037899,1029,0.01,False,False,True
316,5,1,127392567883030090014984657602889936147,0.2013605442176869,1029,0.01,False,False,True
317,5,2,268220284704520042871761418438074682016,0.1958211856171036,1029,0.01,False,False,True
318,6,0,119396977352771774759629337225058848465,0.1613949716139494,1233,0.01,False,False,True
319,6,1,339444261655741415101304485395572510693,0.1536901865369017,1233,0.01,False,False,True
320,6,2,21387537261062929476655692380895357267,0.2246553122465526,1233,0.01,False,False,True
321,7,0,276655309559491263353808489504890435866,0.1731384829505912,1437,0.01,False,False,True
322,7,1,132904288153747237658160425254595747014,0.1848295059151006,1437,0.01,False,False,True
323,7,2,173346413060178249471650590715219686058,0.2702853166318723,1437,0.01,False,False,True
324,8,0,340189886910302920749130673271321740534,0.1900060938452167,1641,0.01,False,False,True
325,8,1,228540270816420746249615383918575335476,0.2078001218769045,1641,0.01,False,False,True
326,8,2,88516715749996139805710581069751407328,0.1783668494820233,1641,0.01,False,False,True
327,9,0,242980970333282145772794120204905085440,0.1704607046070461,1845,0.01,False,False,True
328,9,1,56289739307085950058987372131148473679,0.2112737127371274,1845,0.01,False,False,True
329,9,2,323505971879454890619221881056361207547,0.2014634146341463,1845,0.01,False,False,True
330,10,0,201470573450096743248195740442548306658,0.2191406250000006,2048,0.01,False,False,True
