,sample_id,iteration,seed,final_A,population_size,rewiring_probability,replicator_selection,interactor_selection,neutral_change
331,10,1,251356871804416486158498197933426157964,0.2104980468750001,2048,0.01,False,False,True
332,10,2,277259859699865336801862156792079202322,0.1870117187499999,2048,0.01,False,False,True
333,11,0,206170195025991368968236781707067430601,0.2134103019538195,2252,0.01,False,False,True
334,11,1,19514013728985182904274467459212012023,0.2331261101243349,2252,0.01,False,False,True
335,11,2,35036340408248639250611824511692717841,0.1973357015985793,2252,0.01,False,False,True
336,12,0,307953224099150730762981602656747167913,0.1955211726384371,2456,0.01,False,False,True
337,12,1,92391737429727709029034667085805155681,0.1956433224755708,2456,0.01,False,False,True
338,12,2,88546362831194442807990657744768081052,0.1901872964169388,2456,0.01,False,False,True
339,13,0,292737224122863123492203043732097156953,0.2289849624060161,2660,0.01,False,False,True
340,13,1,233460307431727005130654563182941035023,0.1908270676691736,2660,0.01,False,False,True
341,13,2,179877660156105867926076374303119157062,0.2000751879699258,2660,0.01,False,False,True
342,14,0,257035005141139318866709333107777604248,0.2039455307262581,2864,0.01,False,False,True
343,14,1,308473619373570591643178247662542673881,0.1914106145251405,2864,0.01,False,False,True
344,14,2,76917422577391031530651702181058900170,0.1807960893854753,2864,0.01,False,False,True
345,15,0,20769900091854670309960840584963978519,0.1960560625814871,3068,0.01,False,False,True
346,15,1,23292624117988769068925292335340154912,0.1872555410691014,3068,0.01,False,False,True
347,15,2,300532744824252795780003740801656559455,0.201857887874838,3068,0.01,False,False,True
348,16,0,235544091321309183956986213740152578896,0.1732885085574587,3272,0.01,False,False,True
349,16,1,160003635195768341344609023905960070347,0.2007640586797079,3272,0.01,False,False,True
350,16,2,191563487410292337670793260543035853946,0.2010696821515909,3272,0.01,False,False,True
351,17,0,127223373478139987268732471197827058727,0.2003739930955134,3476,0.01,False,False,True
352,17,1,19193038600064525322603312202930071551,0.1974108170310716,3476,0.01,False,False,True
353,17,2,257903095295082105295791034497133475540,0.1975546605293457,3476,0.01,False,False,True
354,18,0,253272738975658777080317275123150384517,0.1988043478260889,3680,0.01,False,False,True
355,18,1,170913388869635414727826994295486781956,0.1973097826086975,3680,0.01,False,False,True
356,18,2,228344650877786984278595875064596079347,0.1935326086956539,3680,0.01,False,False,True
357,19,0,57176618385311318171238892734236221228,0.200437693099898,3884,0.01,False,False,True
358,19,1,75088074014734322107584424924855452933,0.2114572605561297,3884,0.01,False,False,True
359,19,2,245027729439419694769182574086571883106,0.2095520082389309,3884,0.01,False,False,True
360,20,0,234235848211804993056570766415904561400,0.1925128456080272,4087,0.01,False,False,True
361,20,1,293901948437804587842151725219820323320,0.1984585270369482,4087,0.01,False,False,True
362,20,2,208267474026239659368611128097681752250,0.2094445803768074,4087,0.01,False,False,True
363,21,0,237076265648635621284131813412436711767,0.1874155208576104,4291,0.01,False,False,True
364,21,1,281969177257603049929019655191561920057,0.1944068981589397,4291,0.01,False,False,True
365,21,2,39944103592353986625454618922918332625,0.1816126776975086,4291,0.01,False,False,True
366,22,0,23479336688493568473070716936393635330,0.2003781979977771,4495,0.01,False,False,True
367,22,1,312405583614956880340516605401530639112,0.2031813125695244,4495,0.01,False,False,True
368,22,2,170267157890480989207074928073137071968,0.1915684093437171,4495,0.01,False,False,True
369,23,0,224468827715475024341518918030602515754,0.2098105979995765,4699,0.01,False,False,True
370,23,1,164508486652662529180015278298842711312,0.1856352415407558,4699,0.01,False,False,True
371,23,2,109110687460214160007603260976557928624,0.2082570759736138,4699,0.01,False,False,True
372,24,0,321277990899627954956119372905961861263,0.2025902508668193,4903,0.01,False,False,True
373,24,1,160216311821324440171845425108837983671,0.1962064042423033,4903,0.01,False,False,True
374,24,2,109810847833247981951849915026275641375,0.2102590250866844,4903,0.01,False,False,True
375,25,0,253924291714052452222905627003167543521,0.2085960446446079,5107,0.01,False,False,True
376,25,1,31285322657401719436553009663512238614,0.2015273154493857,5107,0.01,False,False,True
377,25,2,292497056564174448559928409648879222403,0.2021930683375787,5107,0.01,False,False,True
378,26,0,189322784743268285089748115283393645991,0.1994539634720422,5311,0.01,False,False,True
379,26,1,264393064914996535537747886719001920070,0.1816983618904188,5311,0.01,False,False,True
380,26,2,315773635136867400158046964799633213076,0.1902843155714579,5311,0.01,False,False,True
381,27,0,151635516939012081180029004306669377965,0.1996736174070739,5515,0.01,False,False,True
382,27,1,252162040552807610786025371161721368139,0.2078331822302832,5515,0.01,False,False,True
383,27,2,23159534636129349023676995906025698684,0.2090480507706267,5515,0.01,False,False,True
384,28,0,172375290603250930790547321242533882087,0.2079209652037088,5719,0.01,False,False,True
385,28,1,121665862504079370383605599866839587367,0.2009092498688607,5719,0.01,False,False,True
386,28,2,280372629678205316110733668008681295897,0.1995453750655724,5719,0.01,False,False,True
387,29,0,21051061938934320862491225487434696335,0.2104507850751308,5923,0.01,False,False,True
388,29,1,310716622888446966680382382485138111328,0.20481175080196,5923,0.01,False,False,True
389,29,2,73647731588727052084062781343991614599,0.2045247340874572,5923,0.01,False,False,True
390,30,0,15262189091722353535965497297578039894,0.1992817499183811,6126,0.01,False,False,True
391,30,1,165878947219706642043360778040610464923,0.193845902709762,6126,0.01,False,False,True
392,30,2,328829783925342411575348270977436455397,0.2027587332680387,6126,0.01,False,False,True
393,31,0,33552063000056052313709603858571056337,0.2017219589257506,6330,0.01,False,False,True
394,31,1,134055190559382720834623606229644897182,0.203017377567141,6330,0.01,False,False,True
395,31,2,120070206182218334072935495558037702952,0.198578199052134,6330,0.01,False,False,True
396,32,0,237484406634903383621132388292965495471,0.2034282216100394,6534,0.01,False,False,True
397,32,1,92242760432812509522390319965821504856,0.2003673094582187,6534,0.01,False,False,True
398,32,2,72575774647396226140113170698151443348,0.2055555555555563,6534,0.01,False,False,True
399,33,0,83518007127397403429427153637211684498,0.1956366874443457,6738,0.01,False,False,True
400,33,1,259615744882724010514406876766752829964,0.1989611160581772,6738,0.01,False,False,True
401,33,2,213725217239939938708631464801223502983,0.2074205995844461,6738,0.01,False,False,True
402,34,0,174038325725063983683559757235862247733,0.1986603284356084,6942,0.01,False,False,True
403,34,1,301248825369217812685046273376504345795,0.1983290118121578,6942,0.01,False,False,True
404,34,2,323499163775513148292969718523569337919,0.1994237971766055,6942,0.01,False,False,True
405,35,0,1637511242770426848318616371579297591,0.2000279876854177,7146,0.01,False,False,True
406,35,1,242648490255931243388681430821998044375,0.188553036663867,7146,0.01,False,False,True
407,35,2,288117928112099059350935470905239870709,0.1921074727120069,7146,0.01,False,False,True
408,36,0,282759954107126256738271029085713113105,0.2050612244897946,7350,0.01,False,False,True
409,36,1,244088713586360060213837429685780099778,0.2060952380952368,7350,0.01,False,False,True
410,36,2,163930781775885215946843064127478484400,0.2029795918367333,7350,0.01,False,False,True
411,37,0,325282242543041607875985320645007720774,0.1911702409319557,7554,0.01,False,False,True
412,37,1,295784275391809465824416691436571482198,0.2095313741064325,7554,0.01,False,False,True
413,37,2,300566118424058355372763728261798691682,0.2000264760391828,7554,0.01,False,False,True
414,38,0,52492197864412769942820603722781966356,0.1950244908481554,7758,0.01,False,False,True
415,38,1,224523587785247322851940472643150483276,0.1956174271719503,7758,0.01,False,False,True
416,38,2,213673432257087430823067653632737749583,0.2079788605310629,7758,0.01,False,False,True
417,39,0,156843215441815173899966637147668860850,0.2007661391610133,7962,0.01,False,False,True
418,39,1,228819709014742994768827870135636590698,0.1994724943481511,7962,0.01,False,False,True
419,39,2,275095079207723732826856707336020578015,0.1955413212760594,7962,0.01,False,False,True
420,40,0,69543916664285335208398710121061113697,0.1984078383343518,8165,0.01,False,False,True
421,40,1,1515453587959784768286418756591646866,0.1976117575015291,8165,0.01,False,False,True
422,40,2,196274512887648242947654737830212981190,0.1922351500306162,8165,0.01,False,False,True
423,41,0,236914067086828105627382822207889337763,0.1978133588242297,8369,0.01,False,False,True
424,41,1,54584515106606662493443903647789827264,0.1976699725176219,8369,0.01,False,False,True
425,41,2,184820250791566234369741288865829095091,0.2012546301828153,8369,0.01,False,False,True
426,42,0,326100425045661970542477380416613804150,0.2019829697888692,8573,0.01,False,False,True
427,42,1,160719633476753017005226434488970067122,0.1970955324857087,8573,0.01,False,False,True
428,42,2,210180846398354244721360957460511981650,0.1997317158520912,8573,0.01,False,False,True
429,43,0,289841378629661904388187084307931486037,0.1961034522046228,8777,0.01,False,False,True
430,43,1,320744706733819012741195558527990645918,0.1987809046371172,8777,0.01,False,False,True
431,43,2,287473019636948972054424389982602945049,0.192001822946335,8777,0.01,False,False,True
432,44,0,314890224395387815441048413235105650425,0.2032290390825041,8981,0.01,False,False,True
433,44,1,311365758623962514299277888455150394649,0.1953123260215982,8981,0.01,False,False,True
434,44,2,34670731618159492682762741688909834805,0.2045317893330343,8981,0.01,False,False,True
435,45,0,215109767196294328665334698999750336180,0.1978116494284134,9185,0.01,False,False,True
436,45,1,125965146031421525205089556882245485658,0.2087098530212263,9185,0.01,False,False,True
437,45,2,331654818172231144130235148759434475407,0.1973108328796921,9185,0.01,False,False,True
438,46,0,208649917976441443764607687062963344149,0.2014485035680025,9389,0.01,False,False,True
439,46,1,216528384421240979075282589553337236125,0.1981574182554016,9389,0.01,False,False,True
440,46,2,75704826761412109478056610955894288393,0.2082223879007309,9389,0.01,False,False,True
441,47,0,227008619968235401189387785407724754102,0.199968727196911,9593,0.01,False,False,True
442,47,1,315172179198583513177167027084813765783,0.2068591681434332,9593,0.01,False,False,True
443,47,2,29076889398854389583262024661433640048,0.1973209632023324,9593,0.01,False,False,True
444,48,0,109337769474714265123821884764219580655,0.2031948555680263,9797,0.01,False,False,True
445,48,1,91070975127817795444392442022882878271,0.2015719097682927,9797,0.01,False,False,True
446,48,2,30543039432143788772891407964559902227,0.1998673063182566,9797,0.01,False,False,True
447,49,0,167200947051849254665633851897597723034,0.2103899999999956,10000,0.01,False,False,True
448,49,1,105764845899630590376445074127308252080,0.1995099999999956,10000,0.01,False,False,True
449,49,2,77698272467615801326374126641170332805,0.1979999999999965,10000,0.01,False,False,True
